cohort_date,activity_week,retained_users
20-05-2018,200425,3
20-05-2018,200525,1
20-05-2018,200625,1
20-05-2018,200629,1
20-05-2018,200824,1
20-05-2018,200924,1
20-05-2018,201125,1
20-05-2018,201129,1
20-05-2018,201625,1
20-05-2018,201820,7
20-05-2018,202020,1
20-05-2018,202024,1
20-05-2018,202220,7
20-05-2018,202320,3
20-05-2018,202325,2
20-05-2018,202329,1
20-05-2018,202428,1
20-05-2018,202533,1
20-05-2018,202620,3
20-05-2018,202720,3
20-05-2018,202820,1
20-05-2018,202829,1
20-05-2018,202920,2
20-05-2018,203020,3
20-05-2018,203129,1
20-06-2018,200128,2
20-06-2018,200228,4
20-06-2018,200329,4
20-06-2018,200429,1
20-06-2018,200433,1
20-06-2018,200529,2
20-06-2018,200533,3
20-06-2018,200634,3
20-06-2018,200728,2
20-06-2018,200733,1
20-06-2018,200829,2
20-06-2018,200929,4
20-06-2018,200933,1
20-06-2018,201029,2
20-06-2018,201129,2
20-06-2018,201229,2
20-06-2018,201234,1
20-06-2018,201320,1
20-06-2018,201333,1
20-06-2018,201429,2
20-06-2018,201433,1
20-06-2018,201529,1
20-06-2018,201533,1
20-06-2018,201629,4
20-06-2018,201729,1
20-06-2018,201734,1
20-06-2018,201824,45
20-06-2018,201828,2
20-06-2018,201833,1
20-06-2018,201924,2
20-06-2018,201928,1
20-06-2018,201933,1
20-06-2018,202033,2
20-06-2018,202225,36
20-06-2018,202229,1
20-06-2018,202325,12
20-06-2018,202329,4
20-06-2018,202424,6
20-06-2018,202428,2
20-06-2018,202524,6
20-06-2018,202529,1
20-06-2018,202624,7
20-06-2018,202629,1
20-06-2018,202725,10
20-06-2018,202733,1
20-06-2018,202825,2
20-06-2018,202928,2
20-06-2018,203024,2
20-06-2018,203028,4
20-06-2018,203033,1
20-06-2018,203129,1
20-07-2018,200120,1
20-07-2018,200133,1
20-07-2018,200220,1
20-07-2018,200233,1
20-07-2018,200324,1
20-07-2018,200425,1
20-07-2018,200433,5
20-07-2018,200533,3
20-07-2018,200634,3
20-07-2018,200733,3
20-07-2018,200820,1
20-07-2018,200833,5
20-07-2018,200933,1
20-07-2018,201229,1
20-07-2018,201234,3
20-07-2018,201333,1
20-07-2018,201433,1
20-07-2018,201533,5
20-07-2018,201633,1
20-07-2018,201729,1
20-07-2018,201828,41
20-07-2018,201833,1
20-07-2018,201928,1
20-07-2018,201933,1
20-07-2018,202033,1
20-07-2018,202229,34
20-07-2018,202233,2
20-07-2018,202329,7
20-07-2018,202428,10
20-07-2018,202529,9
20-07-2018,202624,1
20-07-2018,202629,1
20-07-2018,202633,1
20-07-2018,202729,2
20-07-2018,202733,1
20-07-2018,202829,3
20-07-2018,202920,1
20-07-2018,202928,4
20-07-2018,202933,3
20-07-2018,203028,5
20-07-2018,203033,1
20-07-2018,203129,8
20-08-2018,200224,1
20-08-2018,200720,1
20-08-2018,201833,48
20-08-2018,201933,2
20-08-2018,202133,4
20-08-2018,202233,40
20-08-2018,202334,2
20-08-2018,202433,4
20-08-2018,202533,6
20-08-2018,202633,5
20-08-2018,202733,4
20-08-2018,202834,10
20-08-2018,202933,8
20-08-2018,203024,1
20-08-2018,203033,7
20-08-2018,203133,2
20-09-2018,200220,1
20-09-2018,200324,1
20-09-2018,201125,1
20-09-2018,201420,1
20-09-2018,201824,1
20-09-2018,202320,1
20-09-2018,202920,1
20-09-2018,203020,1
20-10-2018,200220,1
20-10-2018,200429,1
20-10-2018,200728,1
20-10-2018,200920,1
20-10-2018,201324,2
20-10-2018,201620,1
20-10-2018,201720,1
20-10-2018,201729,1
20-10-2018,201828,1
20-10-2018,201924,1
20-10-2018,202024,1
20-10-2018,202220,1
20-10-2018,202320,1
20-10-2018,202428,1
20-10-2018,202920,1
20-10-2018,202933,1
20-11-2018,200128,1
20-11-2018,200220,1
20-11-2018,200224,2
20-11-2018,200228,1
20-11-2018,200324,1
20-11-2018,200329,1
20-11-2018,200429,1
20-11-2018,200433,1
20-11-2018,200525,1
20-11-2018,200533,2
20-11-2018,200634,1
20-11-2018,200728,2
20-11-2018,200829,1
20-11-2018,200833,1
20-11-2018,200924,1
20-11-2018,201029,2
20-11-2018,201125,1
20-11-2018,201129,1
20-11-2018,201221,1
20-11-2018,201225,1
20-11-2018,201320,1
20-11-2018,201429,1
20-11-2018,201524,1
20-11-2018,201529,1
20-11-2018,201625,1
20-11-2018,201725,2
20-11-2018,201833,1
20-11-2018,201920,3
20-11-2018,202020,3
20-11-2018,202024,1
20-11-2018,202129,1
20-11-2018,202133,1
20-11-2018,202220,1
20-11-2018,202320,1
20-11-2018,202325,2
20-11-2018,202329,1
20-11-2018,202424,1
20-11-2018,202428,1
20-11-2018,202524,1
20-11-2018,202620,1
20-11-2018,202829,2
20-11-2018,202928,1
20-11-2018,203028,1
20-12-2018,200128,1
20-12-2018,200228,1
20-12-2018,200320,1
20-12-2018,200329,1
20-12-2018,200425,3
20-12-2018,200429,1
20-12-2018,200525,1
20-12-2018,200529,1
20-12-2018,200533,1
20-12-2018,200620,1
20-12-2018,200634,2
20-12-2018,200720,3
20-12-2018,200724,2
20-12-2018,200733,2
20-12-2018,200820,3
20-12-2018,200824,1
20-12-2018,200829,1
20-12-2018,200920,1
20-12-2018,200924,1
20-12-2018,200929,1
20-12-2018,201020,1
20-12-2018,201025,1
20-12-2018,201029,1
20-12-2018,201125,4
20-12-2018,201225,1
20-12-2018,201324,2
20-12-2018,201333,1
20-12-2018,201420,5
20-12-2018,201424,3
20-12-2018,201429,1
20-12-2018,201433,1
20-12-2018,201520,1
20-12-2018,201529,1
20-12-2018,201533,1
20-12-2018,201620,2
20-12-2018,201629,2
20-12-2018,201720,1
20-12-2018,201729,1
20-12-2018,201820,1
20-12-2018,201824,7
20-12-2018,201828,1
20-12-2018,201920,1
20-12-2018,201924,2
20-12-2018,201933,1
20-12-2018,202020,1
20-12-2018,202024,1
20-12-2018,202129,1
20-12-2018,202220,1
20-12-2018,202229,2
20-12-2018,202320,3
20-12-2018,202420,1
20-12-2018,202424,1
20-12-2018,202428,2
20-12-2018,202524,2
20-12-2018,202529,1
20-12-2018,202620,1
20-12-2018,202624,1
20-12-2018,202720,2
20-12-2018,202725,1
20-12-2018,202733,1
20-12-2018,202820,1
20-12-2018,202825,1
20-12-2018,202928,1
20-12-2018,202933,1
20-12-2018,203020,1
20-12-2018,203028,1
20-01-2019,200728,2
20-01-2019,200924,1
20-01-2019,201133,2
20-01-2019,201429,1
20-01-2019,201433,1
20-01-2019,201529,1
20-01-2019,201533,1
20-01-2019,201824,1
20-01-2019,201920,1
20-01-2019,202024,1
20-01-2019,202233,1
20-01-2019,202329,1
20-01-2019,202533,1
20-01-2019,202834,1
20-02-2019,200128,1
20-02-2019,200220,1
20-02-2019,200224,1
20-02-2019,200228,3
20-02-2019,200329,3
20-02-2019,200425,3
20-02-2019,200429,1
20-02-2019,200525,1
20-02-2019,200620,1
20-02-2019,200634,2
20-02-2019,200720,3
20-02-2019,200724,1
20-02-2019,200728,1
20-02-2019,200733,1
20-02-2019,200820,1
20-02-2019,200829,1
20-02-2019,200920,2
20-02-2019,201020,1
20-02-2019,201033,1
20-02-2019,201125,2
20-02-2019,201129,1
20-02-2019,201133,1
20-02-2019,201225,1
20-02-2019,201229,1
20-02-2019,201320,1
20-02-2019,201324,1
20-02-2019,201424,1
20-02-2019,201533,1
20-02-2019,201620,2
20-02-2019,201629,1
20-02-2019,201720,2
20-02-2019,201725,2
20-02-2019,201824,2
20-02-2019,201920,1
20-02-2019,201928,1
20-02-2019,201933,1
20-02-2019,202020,2
20-02-2019,202024,2
20-02-2019,202033,2
20-02-2019,202120,3
20-02-2019,202129,1
20-02-2019,202133,1
20-02-2019,202220,1
20-02-2019,202233,1
20-02-2019,202320,1
20-02-2019,202329,2
20-02-2019,202424,1
20-02-2019,202428,1
20-02-2019,202524,1
20-02-2019,202529,1
20-02-2019,202624,1
20-02-2019,202720,1
20-02-2019,202733,1
20-02-2019,202820,2
20-02-2019,202825,1
20-02-2019,202834,2
20-02-2019,202920,1
20-02-2019,202924,1
20-02-2019,202933,1
20-02-2019,203028,1
20-03-2019,200133,2
20-03-2019,200228,1
20-03-2019,200233,1
20-03-2019,200329,1
20-03-2019,200425,2
20-03-2019,200433,3
20-03-2019,200520,1
20-03-2019,200525,1
20-03-2019,200533,3
20-03-2019,200625,2
20-03-2019,200634,2
20-03-2019,200720,1
20-03-2019,200733,2
20-03-2019,200833,1
20-03-2019,200929,1
20-03-2019,201033,1
20-03-2019,201133,1
20-03-2019,201225,1
20-03-2019,201234,1
20-03-2019,201333,3
20-03-2019,201420,3
20-03-2019,201433,1
20-03-2019,201529,1
20-03-2019,201620,1
20-03-2019,201629,1
20-03-2019,201824,1
20-03-2019,202020,1
20-03-2019,202024,2
20-03-2019,202033,3
20-03-2019,202120,2
20-03-2019,202233,1
20-03-2019,202320,1
20-03-2019,202329,3
20-03-2019,202424,1
20-03-2019,202428,1
20-03-2019,202524,1
20-03-2019,202529,1
20-03-2019,202620,1
20-03-2019,202633,1
20-03-2019,202725,1
20-03-2019,202733,1
20-03-2019,202820,1
20-03-2019,202829,1
20-03-2019,202920,1
20-03-2019,202928,1
20-03-2019,203020,2
20-03-2019,203028,4
20-03-2019,203120,1
20-03-2019,203129,1
20-04-2019,200120,2
20-04-2019,200128,1
20-04-2019,200133,1
20-04-2019,200220,1
20-04-2019,200233,1
20-04-2019,200320,2
20-04-2019,200420,1
20-04-2019,200425,1
20-04-2019,200429,1
20-04-2019,200520,1
20-04-2019,200529,1
20-04-2019,200620,2
20-04-2019,200625,1
20-04-2019,200720,1
20-04-2019,200728,1
20-04-2019,200733,1
20-04-2019,200820,1
20-04-2019,200833,1
20-04-2019,200924,1
20-04-2019,201025,2
20-04-2019,201129,3
20-04-2019,201324,2
20-04-2019,201333,1
20-04-2019,201429,1
20-04-2019,201524,1
20-04-2019,201533,1
20-04-2019,201620,2
20-04-2019,201625,1
20-04-2019,201629,2
20-04-2019,201633,1
20-04-2019,201725,1
20-04-2019,201824,1
20-04-2019,201828,1
20-04-2019,201920,2
20-04-2019,201933,1
20-04-2019,202024,1
20-04-2019,202029,1
20-04-2019,202120,2
20-04-2019,202125,1
20-04-2019,202129,1
20-04-2019,202133,1
20-04-2019,202220,1
20-04-2019,202229,2
20-04-2019,202320,2
20-04-2019,202325,2
20-04-2019,202329,1
20-04-2019,202424,1
20-04-2019,202428,2
20-04-2019,202529,2
20-04-2019,202533,1
20-04-2019,202629,1
20-04-2019,202720,1
20-04-2019,202725,1
20-04-2019,202928,2
20-04-2019,203024,1
20-04-2019,203028,1
20-04-2019,203120,1
20-04-2019,203129,1
20-05-2019,200133,3
20-05-2019,200224,6
20-05-2019,200228,1
20-05-2019,200233,1
20-05-2019,200324,2
20-05-2019,200425,3
20-05-2019,200525,3
20-05-2019,200529,2
20-05-2019,200533,1
20-05-2019,200625,5
20-05-2019,200629,1
20-05-2019,200724,1
20-05-2019,200728,2
20-05-2019,200824,2
20-05-2019,200833,1
20-05-2019,200924,5
20-05-2019,200929,1
20-05-2019,201025,1
20-05-2019,201125,2
20-05-2019,201129,2
20-05-2019,201133,1
20-05-2019,201225,3
20-05-2019,201234,2
20-05-2019,201324,2
20-05-2019,201333,1
20-05-2019,201424,3
20-05-2019,201429,1
20-05-2019,201433,2
20-05-2019,201533,2
20-05-2019,201625,6
20-05-2019,201725,1
20-05-2019,201729,1
20-05-2019,201824,1
20-05-2019,201828,1
20-05-2019,201833,2
20-05-2019,201920,31
20-05-2019,201924,2
20-05-2019,201933,1
20-05-2019,202020,1
20-05-2019,202024,1
20-05-2019,202029,1
20-05-2019,202033,1
20-05-2019,202120,2
20-05-2019,202129,2
20-05-2019,202133,1
20-05-2019,202220,4
20-05-2019,202229,3
20-05-2019,202233,2
20-05-2019,202320,23
20-05-2019,202334,1
20-05-2019,202420,3
20-05-2019,202428,1
20-05-2019,202520,2
20-05-2019,202524,1
20-05-2019,202529,2
20-05-2019,202533,1
20-05-2019,202620,5
20-05-2019,202624,1
20-05-2019,202629,1
20-05-2019,202720,4
20-05-2019,202729,1
20-05-2019,202820,5
20-05-2019,202829,1
20-05-2019,202920,3
20-05-2019,202928,2
20-05-2019,203020,7
20-05-2019,203024,2
20-05-2019,203120,1
20-06-2019,200128,4
20-06-2019,200133,1
20-06-2019,200228,6
20-06-2019,200329,7
20-06-2019,200429,4
20-06-2019,200529,1
20-06-2019,200533,1
20-06-2019,200629,1
20-06-2019,200720,1
20-06-2019,200728,1
20-06-2019,200733,1
20-06-2019,200829,1
20-06-2019,200833,1
20-06-2019,200929,6
20-06-2019,201029,5
20-06-2019,201129,2
20-06-2019,201229,1
20-06-2019,201328,2
20-06-2019,201420,1
20-06-2019,201433,1
20-06-2019,201529,3
20-06-2019,201620,1
20-06-2019,201629,2
20-06-2019,201720,1
20-06-2019,201729,4
20-06-2019,201828,2
20-06-2019,201924,32
20-06-2019,201928,3
20-06-2019,202024,1
20-06-2019,202133,1
20-06-2019,202220,1
20-06-2019,202325,26
20-06-2019,202424,2
20-06-2019,202428,3
20-06-2019,202524,4
20-06-2019,202533,1
20-06-2019,202624,6
20-06-2019,202629,1
20-06-2019,202725,9
20-06-2019,202825,1
20-06-2019,202920,1
20-06-2019,202924,1
20-06-2019,202933,1
20-06-2019,203020,1
20-06-2019,203024,3
20-06-2019,203028,1
20-07-2019,200120,1
20-07-2019,200124,1
20-07-2019,200133,3
20-07-2019,200220,1
20-07-2019,200224,2
20-07-2019,200228,1
20-07-2019,200425,2
20-07-2019,200429,1
20-07-2019,200525,1
20-07-2019,200529,1
20-07-2019,200533,2
20-07-2019,200620,1
20-07-2019,200625,1
20-07-2019,200629,1
20-07-2019,200733,2
20-07-2019,200820,1
20-07-2019,200824,1
20-07-2019,200833,2
20-07-2019,200920,2
20-07-2019,200933,3
20-07-2019,201025,1
20-07-2019,201125,1
20-07-2019,201129,1
20-07-2019,201133,1
20-07-2019,201221,1
20-07-2019,201225,1
20-07-2019,201229,1
20-07-2019,201420,1
20-07-2019,201429,1
20-07-2019,201433,2
20-07-2019,201524,1
20-07-2019,201533,1
20-07-2019,201620,2
20-07-2019,201633,1
20-07-2019,201720,1
20-07-2019,201824,1
20-07-2019,201828,3
20-07-2019,201833,1
20-07-2019,201920,1
20-07-2019,201928,9
20-07-2019,202024,2
20-07-2019,202029,4
20-07-2019,202120,1
20-07-2019,202129,2
20-07-2019,202220,1
20-07-2019,202229,2
20-07-2019,202233,1
20-07-2019,202320,3
20-07-2019,202325,1
20-07-2019,202329,8
20-07-2019,202424,2
20-07-2019,202428,1
20-07-2019,202529,5
20-07-2019,202633,2
20-07-2019,202725,1
20-07-2019,202729,1
20-07-2019,202825,1
20-07-2019,202829,1
20-07-2019,202834,1
20-07-2019,202924,1
20-07-2019,202928,2
20-07-2019,202933,1
20-07-2019,203020,3
20-07-2019,203024,1
20-07-2019,203028,2
20-07-2019,203120,1
20-07-2019,203129,3
20-07-2019,203133,1
20-08-2019,200133,1
20-08-2019,200228,1
20-08-2019,200233,1
20-08-2019,200324,1
20-08-2019,200329,2
20-08-2019,200429,2
20-08-2019,200520,2
20-08-2019,200533,1
20-08-2019,200620,1
20-08-2019,200625,1
20-08-2019,200720,1
20-08-2019,200833,1
20-08-2019,200920,1
20-08-2019,200933,1
20-08-2019,201133,2
20-08-2019,201234,1
20-08-2019,201320,1
20-08-2019,201429,1
20-08-2019,201520,1
20-08-2019,201620,1
20-08-2019,201625,2
20-08-2019,201629,1
20-08-2019,201720,1
20-08-2019,201729,1
20-08-2019,201824,1
20-08-2019,201828,1
20-08-2019,201833,1
20-08-2019,201920,2
20-08-2019,201924,1
20-08-2019,201933,44
20-08-2019,202033,4
20-08-2019,202120,1
20-08-2019,202129,2
20-08-2019,202133,4
20-08-2019,202220,1
20-08-2019,202233,3
20-08-2019,202325,1
20-08-2019,202329,1
20-08-2019,202334,36
20-08-2019,202428,1
20-08-2019,202433,1
20-08-2019,202529,2
20-08-2019,202533,4
20-08-2019,202620,1
20-08-2019,202633,12
20-08-2019,202725,1
20-08-2019,202733,5
20-08-2019,202829,1
20-08-2019,202834,9
20-08-2019,202920,1
20-08-2019,202928,1
20-08-2019,202933,2
20-08-2019,203024,1
20-08-2019,203028,1
20-08-2019,203033,1
20-08-2019,203129,1
20-08-2019,203133,1
20-09-2019,200133,1
20-09-2019,200220,1
20-09-2019,200224,1
20-09-2019,200228,1
20-09-2019,200320,1
20-09-2019,200329,1
20-09-2019,200420,1
20-09-2019,200525,3
20-09-2019,200529,2
20-09-2019,200533,1
20-09-2019,200620,1
20-09-2019,200634,1
20-09-2019,200720,1
20-09-2019,200733,1
20-09-2019,200820,1
20-09-2019,200829,1
20-09-2019,200924,1
20-09-2019,201025,1
20-09-2019,201029,1
20-09-2019,201225,2
20-09-2019,201625,1
20-09-2019,201720,1
20-09-2019,201729,1
20-09-2019,201924,3
20-09-2019,202020,1
20-09-2019,202024,1
20-09-2019,202125,1
20-09-2019,202220,1
20-09-2019,202329,1
20-09-2019,202424,1
20-09-2019,202428,3
20-09-2019,202529,1
20-09-2019,202624,1
20-09-2019,202725,2
20-09-2019,202920,1
20-09-2019,203028,1
20-09-2019,203120,1
20-09-2019,203129,1
20-10-2019,200220,1
20-10-2019,200720,1
20-10-2019,202129,1
20-10-2019,202829,1
20-11-2019,200124,1
20-11-2019,200128,1
20-11-2019,200133,3
20-11-2019,200220,1
20-11-2019,200324,1
20-11-2019,200429,3
20-11-2019,200525,1
20-11-2019,200529,1
20-11-2019,200533,1
20-11-2019,200620,1
20-11-2019,200634,1
20-11-2019,200720,1
20-11-2019,200733,1
20-11-2019,200820,1
20-11-2019,200829,2
20-11-2019,200833,1
20-11-2019,200920,1
20-11-2019,200929,1
20-11-2019,200933,2
20-11-2019,201025,2
20-11-2019,201029,1
20-11-2019,201033,1
20-11-2019,201125,1
20-11-2019,201129,1
20-11-2019,201221,1
20-11-2019,201234,1
20-11-2019,201324,1
20-11-2019,201328,1
20-11-2019,201333,1
20-11-2019,201420,1
20-11-2019,201429,2
20-11-2019,201433,2
20-11-2019,201533,2
20-11-2019,201625,1
20-11-2019,201629,2
20-11-2019,201725,1
20-11-2019,201729,1
20-11-2019,201828,1
20-11-2019,201833,1
20-11-2019,202033,1
20-11-2019,202125,1
20-11-2019,202133,1
20-11-2019,202229,1
20-11-2019,202325,1
20-11-2019,202334,1
20-11-2019,202424,3
20-11-2019,202433,1
20-11-2019,202524,2
20-11-2019,202533,1
20-11-2019,202624,1
20-11-2019,202720,2
20-11-2019,202725,2
20-11-2019,202733,1
20-11-2019,202825,1
20-11-2019,202834,1
20-11-2019,202928,4
20-11-2019,203028,1
20-11-2019,203129,2
20-12-2019,200120,1
20-12-2019,200124,2
20-12-2019,200128,1
20-12-2019,200133,1
20-12-2019,200228,1
20-12-2019,200324,2
20-12-2019,200329,3
20-12-2019,200425,1
20-12-2019,200520,1
20-12-2019,200529,1
20-12-2019,200629,1
20-12-2019,200634,1
20-12-2019,200720,2
20-12-2019,200724,1
20-12-2019,200728,2
20-12-2019,200820,2
20-12-2019,200829,2
20-12-2019,200920,1
20-12-2019,201020,1
20-12-2019,201025,1
20-12-2019,201029,1
20-12-2019,201120,1
20-12-2019,201125,1
20-12-2019,201234,1
20-12-2019,201320,1
20-12-2019,201333,1
20-12-2019,201433,1
20-12-2019,201529,1
20-12-2019,201633,1
20-12-2019,201729,1
20-12-2019,201924,3
20-12-2019,201928,1
20-12-2019,202020,1
20-12-2019,202120,1
20-12-2019,202129,1
20-12-2019,202220,3
20-12-2019,202229,1
20-12-2019,202320,1
20-12-2019,202420,1
20-12-2019,202428,1
20-12-2019,202624,2
20-12-2019,202720,2
20-12-2019,202729,1
20-12-2019,202820,1
20-12-2019,202825,1
20-12-2019,202829,1
20-12-2019,202920,2
20-12-2019,203020,2
20-12-2019,203120,2
20-12-2019,203129,2
20-01-2020,200120,3
20-01-2020,200124,1
20-01-2020,200128,1
20-01-2020,200220,1
20-01-2020,200224,1
20-01-2020,200228,1
20-01-2020,200233,1
20-01-2020,200320,1
20-01-2020,200425,1
20-01-2020,200525,1
20-01-2020,200625,1
20-01-2020,200720,1
20-01-2020,200724,1
20-01-2020,200728,1
20-01-2020,200829,1
20-01-2020,200833,1
20-01-2020,200920,1
20-01-2020,200924,2
20-01-2020,201125,1
20-01-2020,201221,1
20-01-2020,201225,1
20-01-2020,201320,1
20-01-2020,201429,1
20-01-2020,201520,1
20-01-2020,201625,1
20-01-2020,201725,1
20-01-2020,201729,1
20-01-2020,201828,1
20-01-2020,201920,2
20-01-2020,201928,1
20-01-2020,202020,1
20-01-2020,202024,1
20-01-2020,202120,2
20-01-2020,202125,1
20-01-2020,202129,2
20-01-2020,202220,1
20-01-2020,202229,2
20-01-2020,202428,1
20-01-2020,202529,1
20-01-2020,202533,1
20-01-2020,202620,2
20-01-2020,202624,1
20-01-2020,202633,1
20-01-2020,202720,1
20-01-2020,202733,1
20-01-2020,202820,1
20-01-2020,202829,2
20-01-2020,202920,2
20-01-2020,202928,1
20-01-2020,203024,1
20-01-2020,203028,1
20-01-2020,203120,1
20-02-2020,200120,2
20-02-2020,200133,1
20-02-2020,200220,1
20-02-2020,200233,1
20-02-2020,200320,1
20-02-2020,200329,2
20-02-2020,200429,1
20-02-2020,200433,2
20-02-2020,200520,1
20-02-2020,200525,3
20-02-2020,200533,1
20-02-2020,200625,1
20-02-2020,200634,2
20-02-2020,200720,3
20-02-2020,200733,2
20-02-2020,200820,2
20-02-2020,200833,2
20-02-2020,200920,2
20-02-2020,200929,2
20-02-2020,201025,1
20-02-2020,201029,3
20-02-2020,201129,1
20-02-2020,201221,1
20-02-2020,201234,2
20-02-2020,201320,1
20-02-2020,201420,2
20-02-2020,201424,2
20-02-2020,201433,3
20-02-2020,201520,1
20-02-2020,201533,1
20-02-2020,201620,1
20-02-2020,201625,1
20-02-2020,201629,4
20-02-2020,201720,1
20-02-2020,201725,2
20-02-2020,201729,2
20-02-2020,201828,2
20-02-2020,201833,1
20-02-2020,201924,1
20-02-2020,201928,2
20-02-2020,201933,1
20-02-2020,202020,1
20-02-2020,202024,1
20-02-2020,202029,1
20-02-2020,202033,1
20-02-2020,202120,1
20-02-2020,202125,1
20-02-2020,202220,3
20-02-2020,202229,3
20-02-2020,202233,1
20-02-2020,202329,4
20-02-2020,202424,1
20-02-2020,202428,3
20-02-2020,202529,3
20-02-2020,202533,1
20-02-2020,202620,1
20-02-2020,202629,2
20-02-2020,202633,1
20-02-2020,202729,2
20-02-2020,202733,2
20-02-2020,202820,1
20-02-2020,202829,1
20-02-2020,202834,1
20-02-2020,202920,1
20-02-2020,202928,1
20-02-2020,202933,1
20-02-2020,203028,3
20-02-2020,203033,1
20-02-2020,203120,1
20-02-2020,203129,2
20-03-2020,200120,6
20-03-2020,200133,1
20-03-2020,200220,2
20-03-2020,200228,2
20-03-2020,200233,1
20-03-2020,200329,2
20-03-2020,200425,1
20-03-2020,200429,3
20-03-2020,200520,1
20-03-2020,200525,1
20-03-2020,200529,2
20-03-2020,200533,1
20-03-2020,200620,1
20-03-2020,200634,2
20-03-2020,200720,1
20-03-2020,200733,2
20-03-2020,200820,4
20-03-2020,200829,1
20-03-2020,200833,3
20-03-2020,200920,1
20-03-2020,200924,1
20-03-2020,200933,4
20-03-2020,201029,2
20-03-2020,201125,1
20-03-2020,201129,2
20-03-2020,201133,2
20-03-2020,201221,1
20-03-2020,201225,3
20-03-2020,201229,2
20-03-2020,201234,2
20-03-2020,201324,1
20-03-2020,201333,2
20-03-2020,201420,1
20-03-2020,201433,1
20-03-2020,201520,3
20-03-2020,201529,2
20-03-2020,201533,4
20-03-2020,201620,3
20-03-2020,201625,1
20-03-2020,201629,1
20-03-2020,201729,3
20-03-2020,201824,1
20-03-2020,201828,2
20-03-2020,201833,1
20-03-2020,201924,3
20-03-2020,201928,3
20-03-2020,202020,1
20-03-2020,202024,3
20-03-2020,202029,1
20-03-2020,202120,1
20-03-2020,202129,1
20-03-2020,202133,2
20-03-2020,202220,4
20-03-2020,202225,1
20-03-2020,202229,1
20-03-2020,202233,2
20-03-2020,202320,2
20-03-2020,202325,1
20-03-2020,202420,2
20-03-2020,202424,1
20-03-2020,202428,3
20-03-2020,202529,2
20-03-2020,202620,1
20-03-2020,202624,5
20-03-2020,202629,2
20-03-2020,202633,1
20-03-2020,202720,1
20-03-2020,202729,1
20-03-2020,202733,1
20-03-2020,202820,2
20-03-2020,202825,2
20-03-2020,202829,1
20-03-2020,202834,1
20-03-2020,202920,3
20-03-2020,202924,1
20-03-2020,202928,2
20-03-2020,203020,2
20-03-2020,203028,2
20-03-2020,203033,1
20-03-2020,203129,6
20-04-2020,200120,1
20-04-2020,200128,1
20-04-2020,200133,1
20-04-2020,200220,3
20-04-2020,200224,1
20-04-2020,200228,1
20-04-2020,200320,1
20-04-2020,200324,2
20-04-2020,200425,1
20-04-2020,200429,2
20-04-2020,200433,1
20-04-2020,200520,2
20-04-2020,200525,1
20-04-2020,200620,3
20-04-2020,200625,2
20-04-2020,200634,1
20-04-2020,200720,3
20-04-2020,200728,3
20-04-2020,200733,2
20-04-2020,200820,2
20-04-2020,200833,2
20-04-2020,200920,2
20-04-2020,200929,1
20-04-2020,201020,1
20-04-2020,201029,1
20-04-2020,201133,1
20-04-2020,201221,1
20-04-2020,201234,1
20-04-2020,201320,3
20-04-2020,201324,1
20-04-2020,201333,2
20-04-2020,201420,2
20-04-2020,201433,2
20-04-2020,201633,2
20-04-2020,201720,1
20-04-2020,201828,1
20-04-2020,201833,1
20-04-2020,202020,1
20-04-2020,202033,1
20-04-2020,202129,2
20-04-2020,202220,1
20-04-2020,202229,1
20-04-2020,202320,1
20-04-2020,202329,2
20-04-2020,202420,1
20-04-2020,202428,1
20-04-2020,202529,2
20-04-2020,202620,1
20-04-2020,202820,1
20-04-2020,202829,1
20-04-2020,202920,1
20-04-2020,202928,1
20-04-2020,203020,1
20-04-2020,203024,3
20-04-2020,203028,1
20-04-2020,203120,1
20-05-2020,200120,1
20-05-2020,200124,2
20-05-2020,200128,2
20-05-2020,200133,1
20-05-2020,200220,1
20-05-2020,200224,7
20-05-2020,200233,1
20-05-2020,200324,11
20-05-2020,200329,1
20-05-2020,200420,1
20-05-2020,200425,4
20-05-2020,200429,3
20-05-2020,200525,6
20-05-2020,200533,2
20-05-2020,200620,1
20-05-2020,200625,5
20-05-2020,200629,1
20-05-2020,200724,5
20-05-2020,200728,1
20-05-2020,200820,2
20-05-2020,200824,1
20-05-2020,200829,6
20-05-2020,200833,1
20-05-2020,200924,5
20-05-2020,200929,2
20-05-2020,201020,1
20-05-2020,201025,6
20-05-2020,201029,2
20-05-2020,201120,1
20-05-2020,201125,1
20-05-2020,201129,1
20-05-2020,201133,1
20-05-2020,201221,2
20-05-2020,201225,2
20-05-2020,201229,1
20-05-2020,201324,4
20-05-2020,201328,1
20-05-2020,201420,1
20-05-2020,201424,2
20-05-2020,201429,1
20-05-2020,201433,1
20-05-2020,201520,1
20-05-2020,201529,1
20-05-2020,201533,1
20-05-2020,201625,2
20-05-2020,201629,2
20-05-2020,201725,4
20-05-2020,201729,2
20-05-2020,201824,4
20-05-2020,201828,1
20-05-2020,201833,2
20-05-2020,201920,1
20-05-2020,201924,2
20-05-2020,201928,3
20-05-2020,201933,1
20-05-2020,202020,38
20-05-2020,202024,2
20-05-2020,202033,1
20-05-2020,202120,3
20-05-2020,202125,2
20-05-2020,202220,7
20-05-2020,202225,1
20-05-2020,202229,2
20-05-2020,202320,1
20-05-2020,202325,2
20-05-2020,202329,1
20-05-2020,202420,32
20-05-2020,202424,3
20-05-2020,202520,4
20-05-2020,202524,3
